id;text;clean_text;toxic_label;toxicity_pre_clean;toxicity_post_clean;polarity;politeness;nltk_score
;From zhao...@friend.com on February 14, 2012 164937 instr_compute_address_ex does not provide the information of which opnd is used for computing address. New api should be added, instr_compute_address_ex_priv should be extended. Original issue ;From zhao...@friend.com on February 14, 2012 164937 instrcomputeaddressex does not provide the information of which opnd is used for computing address. New api should be added, instrcomputeaddressex_priv should be extended. Original issue;n;0.023828974;0.031308077;0.2556818181818182;0.35438126910133966;0.3182
;From bruen...@friend.com on February 14, 2012 135143 there are 2 reasons for this 1 is to get the opnd size, and the other is to apply a filter on memory opnds and only consider a subset of them ;From bruen...@friend.com on February 14, 2012 135143 there are 2 reasons for this 1 is to get the opnd size, and the other is to apply a filter on memory opnds and only consider a subset of them;n;0.04121429;0.04121429;-0.0625;0.45547959978503344;0
;From zhao...@friend.com on February 16, 2012 080830 Status Fixed ;From zhao...@friend.com on February 16, 2012 080830 Status Fixed;n;0.044643942;0.044644002;0.1;0.439007418522547;0
;Snipping a quote from  the imagery index in iD is only updated each iD release. It's almost been 2 months now since the last iD release which means their imagery index is almost 2 months out of date. I'd like to see that improved, but not sure on the best path forward. @friend you said this is because ELI doesn't issue stable releases, from my understanding after each commit Travis CI will test and rebuild the index, so is  not considered the stable up to date release which iD could pull each day or so for updates? ;Snipping a quote from  the imagery index in iD is only updated each iD release. It's almost been 2 months now since the last iD release which means their imagery index is almost 2 months out of date. I'd like to see that improved, but not sure on the best path forward. @friend you said this is because ELI doesn't issue stable releases, from my understanding after each commit Travis CI will test and rebuild the index, so is  not considered the stable up to date release which iD could pull each day or so for updates?;n;0.01056301;0.01056301;0.1875;0.44449890872251624;0.7425
;Sometimes the build is broken - this is just a fact of development.  It happens to this index sometimes.  When it happens, Potlatch doesn't work. For iD, I'm much more comfortable depending on software that's been published by a human.  Someone should take a quick look at it and say "ok looks good" before incrementing the version number and typing .  That's not really asking a lot.  This index doesn't really change much. Before I publish a new version of iD, I grab the latest copy of ELI, run my script on it, and do a  to see what actually got changed. Instead - when ELI does change, semantic versioning can be used to signal to downstream projects how disruptive the change is.  A change to an imagery source in the index could be a patch release, and iD could pull these automatically.   A new property added to the schema could be a minor release.  It would be easy to handle but I'd probably want to prepare for it.   Renaming / removing a property / changing the schema would be a major release, and would break downstream projects. ELI should be allowed to do this for good reasons.  ;Sometimes the build is broken - this is just a fact of development.  It happens to this index sometimes.  When it happens, Potlatch doesn't work. For iD, I'm much more comfortable depending on software that's been published by a human.  Someone should take a quick look at it and say "ok looks good" before incrementing the version number and typing .  That's not really asking a lot.  This index doesn't really change much. Before I publish a new version of iD, I grab the latest copy of ELI, run my script on it, and do a  to see what actually got changed. Instead - when ELI does change, semantic versioning can be used to signal to downstream projects how disruptive the change is.  A change to an imagery source in the index could be a patch release, and iD could pull these automatically.   A new property added to the schema could be a minor release.  It would be easy to handle but I'd probably want to prepare for it.   Renaming / removing a property / changing the schema would be a major release, and would break downstream projects. ELI should be allowed to do this for good reasons.;n;0.046858672;0.046858672;0.23621632996632996;0.575718581183653;0.8199
;If we worked to improve the testing, do you think we could ever reach a point where it's good enough to feed straight into iD? After all each PR would go through that automated testing, plus a second pair of eyes as part of the review. Even if it broke, it wouldn't be long before someone noticed and either reverted or corrected it. Even with a release, there's always a chance bugs make it through. If we versioned ELI and effectivly did a new patch release after each PR, would that release process give any more QA over the regular PR merge process? That's a fair point, I hadn't considered schema changes. I guess for that we would need semantic versioning. Perhaps we could build this into the PR process, so that we do new patch releases for each PR which we want to go through to iD straight away? ;If we worked to improve the testing, do you think we could ever reach a point where it's good enough to feed straight into iD? After all each PR would go through that automated testing, plus a second pair of eyes as part of the review. Even if it broke, it wouldn't be long before someone noticed and either reverted or corrected it. Even with a release, there's always a chance bugs make it through. If we versioned ELI and effectivly did a new patch release after each PR, would that release process give any more QA over the regular PR merge process? That's a fair point, I hadn't considered schema changes. I guess for that we would need semantic versioning. Perhaps we could build this into the PR process, so that we do new patch releases for each PR which we want to go through to iD straight away?;n;0.034213502;0.03421372;0.22933884297520662;0.6437046336911337;0.8762
;I feel like you are not even listening to me.  This project doesn't have a version number.  It has a robot that just runs  for people who forget to do it themselves.  The robot introduces conflicts when people actually do run make. It's a ruby script that runs make in a Travis hook to smoosh together JSON files with python.  ELI might just be the hackiest nonsense I've ever seen.  This is not how reliable software is built.  "Adding more checks" is missing the point.  Anyone with osmlab rights could just delete all the files.  That we could "fix it quickly" is also missing the point.  I'm sure I'd be the person responsible for fixing it quickly. We will never take the autogenerated output on the master development branch of ELI and push it directly into iD.  Never ever.  Stop asking. Let's close this issue, so I can get on with my weekend. ;I feel like you are not even listening to me.  This project doesn't have a version number.  It has a robot that just runs  for people who forget to do it themselves.  The robot introduces conflicts when people actually do run make. It's a ruby script that runs make in a Travis hook to smoosh together JSON files with python.  ELI might just be the hackiest nonsense I've ever seen.  This is not how reliable software is built.  "Adding more checks" is missing the point.  Anyone with osmlab rights could just delete all the files.  That we could "fix it quickly" is also missing the point.  I'm sure I'd be the person responsible for fixing it quickly. We will never take the autogenerated output on the master development branch of ELI and push it directly into iD.  Never ever.  Stop asking. Let's close this issue, so I can get on with my weekend.;n;0.2642194;0.26421922;0.17407407407407408;0.36226899437143056;-0.7543
;Implemented build step functionality  Eiffel json schema's cloned from github eiffel repo, topic-drop4 branch. Eiffel Schema Changes  for jsonSchema2pojo generation plugin ### Added required properties JavaType ExtendedJavaType    Modified eiffel shcema's 1. Changed time format 2. Removed 's' from class names ending with that letter  ;Implemented build step functionality  Eiffel json schema's cloned from github eiffel repo, topic-drop4 branch. Eiffel Schema Changes  for jsonSchema2pojo generation plugin ### Added required properties JavaType ExtendedJavaType    Modified eiffel shcema's 1. Changed time format 2. Removed 's' from class names ending with that letter;n;0.014420302;0.014420116;0;0.4254202127179491;0
; Coverage decreased (-6.4%) to 35.221% when pulling 1fb2b3848877e2ebe3c890c35616cd197fd15b1a on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster. ; Coverage decreased (-6.4%) to 35.221% when pulling 1fb2b3848877e2ebe3c890c35616cd197fd15b1a on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster.;n;0.121405855;0.121405855;-0.4;0.4158727447331716;0
; Coverage decreased (-6.5%) to 35.177% when pulling 2f72e582483d341724d4e6f0fda1f5ab7f77145c on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster. ; Coverage decreased (-6.5%) to 35.177% when pulling 2f72e582483d341724d4e6f0fda1f5ab7f77145c on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster.;n;0.12186679;0.12186676;-0.4;0.4158727447331716;0
; Coverage decreased (-6.5%) to 35.177% when pulling d8e4f8f79c54cc6c8a1e7c8a4de521d33381eb4f on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster. ; Coverage decreased (-6.5%) to 35.177% when pulling d8e4f8f79c54cc6c8a1e7c8a4de521d33381eb4f on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster.;n;0.11803771;0.11803771;-0.4;0.4158727447331716;0
; Coverage decreased (-6.4%) to 35.221% when pulling 32c0c59d5577a10673a50d617c2bef56e199b84e on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster. ; Coverage decreased (-6.4%) to 35.221% when pulling 32c0c59d5577a10673a50d617c2bef56e199b84e on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster.;n;0.102729164;0.102729134;-0.4;0.4158727447331716;0
; Coverage decreased (-6.5%) to 35.177% when pulling 19d756f546c6cc08c93af8bc7ba7444d21df6e95 on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster. ; Coverage decreased (-6.5%) to 35.177% when pulling 19d756f546c6cc08c93af8bc7ba7444d21df6e95 on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster.;n;0.11803771;0.11803774;-0.4;0.4158727447331716;0
; Coverage decreased (-6.5%) to 35.177% when pulling 90b0048e22c48518a4e9546a5eb1122247028204 on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster. ; Coverage decreased (-6.5%) to 35.177% when pulling 90b0048e22c48518a4e9546a5eb1122247028204 on xdurvakautomate into 92987daaee0e7458a87b3517a5f3e3cd1b872d1f on Ericssonmaster.;n;0.11715378;0.11715378;-0.4;0.4158727447331716;0
;As I understand my remaining comments will be fixed in a coming pull request. I can accept that. ;As I understand my remaining comments will be fixed in a coming pull request. I can accept that.;n;0.07209515;0.07209515;0.1;0.507414813641992;0.3818
; Electron Version 4.0.6   Operating System windows 10 1803  Expected Behavior It shd print using PrintToPDF() when requested from the renderer Actual Behavior Upon the print request from the renderer using await everything freezes To Reproduce //RENDERER await ipc.sendSync("ExecuteBackendFx", { fxName "PrintToPDF", fxArgs null })  //MAIN global.PrintToPDF = async () =&gt  { let out = await new Promise((resolve, reject) =&gt  { mainWindow.webContents.printToPDF( { marginsType 0, printBackground false, printSelectionOnly false, landscape false }, function(error1, data1) { fs.writeFile(rootDir + "/UI/Temp/print.pdf", (data1, error1) =&gt  { resolve("Success")  })  } )  } })  return out  } Additional Information It prints normally when the request comes from the backend directly.for eg calling the function directly from the debug on VSCODE ; Electron Version 4.0.6   Operating System windows 10 1803  Expected Behavior It shd print using PrintToPDF() when requested from the renderer Actual Behavior Upon the print request from the renderer using await everything freezes To Reproduce //RENDERER await ipc.sendSync("ExecuteBackendFx", { fxName "PrintToPDF", fxArgs null })  //MAIN global.PrintToPDF = async () =&gt  { let out = await new Promise((resolve, reject) =&gt  { mainWindow.webContents.printToPDF( { marginsType 0, printBackground false, printSelectionOnly false, landscape false }, function(error1, data1) { fs.writeFile(rootDir + "/UI/Temp/print.pdf", (data1, error1) =&gt  { resolve("Success")  })  } )  } })  return out  } Additional Information It prints normally when the request comes from the backend directly.for eg calling the function directly from the debug on VSCODE;n;0.11460719;0.11460719;-0.06818181818181822;0.4591359542597786;0.2732
;👋 Thanks for opening your first issue here! If you're reporting a 🐞 bug, please make sure you include steps to reproduce it. We get a lot of issues on this repo, so please be patient and we will get back to you as soon as we can. To help make it easier for us to investigate your issue, please follow the contributing guidelines. ;👋 Thanks for opening your first issue here! If you're reporting a 🐞 bug, please make sure you include steps to reproduce it. We get a lot of issues on this repo, so please be patient and we will get back to you as soon as we can. To help make it easier for us to investigate your issue, please follow the contributing guidelines.;n;0.11455883;0.11455876;0.253125;0.5089972234045522;0.9422
;Thanks for reaching out! We require the template to be filled out on all new issues and pull requests. We do this so that we can be certain we have all the information we need to address your submission efficiently. This allows the maintainers to spend more time fixing bugs, implementing enhancements, and reviewing and merging pull requests. Thanks for understanding and meeting us half way grinning ;Thanks for reaching out! We require the template to be filled out on all new issues and pull requests. We do this so that we can be certain we have all the information we need to address your submission efficiently. This allows the maintainers to spend more time fixing bugs, implementing enhancements, and reviewing and merging pull requests. Thanks for understanding and meeting us half way grinning;n;0.07169455;0.07169455;0.21914038342609768;0.6689383375986345;0.9215
; Electron Version 4.0.6   Operating System windows 10 1803  Expected Behavior It shd print using PrintToPDF() when requested from the renderer Actual Behavior Upon the print request everything freezes To Reproduce //RENDERER await ipc.sendSync("ExecuteBackendFx", { fxName "PrintToPDF", fxArgs null })  //MAIN global.PrintToPDF = async () =&gt  { let out = await new Promise((resolve, reject) =&gt  { mainWindow.webContents.printToPDF( { marginsType 0, printBackground false, printSelectionOnly false, landscape false }, function(error1, data1) { fs.writeFile(rootDir + "/UI/Temp/print.pdf", (data1, error1) =&gt  { resolve("Success")  })  } )  } })  return out  } Additional Information It prints normally when the request comes from the backend directly.for eg calling the function directly from the debug on VSCODE ; Electron Version 4.0.6   Operating System windows 10 1803  Expected Behavior It shd print using PrintToPDF() when requested from the renderer Actual Behavior Upon the print request everything freezes To Reproduce //RENDERER await ipc.sendSync("ExecuteBackendFx", { fxName "PrintToPDF", fxArgs null })  //MAIN global.PrintToPDF = async () =&gt  { let out = await new Promise((resolve, reject) =&gt  { mainWindow.webContents.printToPDF( { marginsType 0, printBackground false, printSelectionOnly false, landscape false }, function(error1, data1) { fs.writeFile(rootDir + "/UI/Temp/print.pdf", (data1, error1) =&gt  { resolve("Success")  })  } )  } })  return out  } Additional Information It prints normally when the request comes from the backend directly.for eg calling the function directly from the debug on VSCODE;n;0.118316;0.11831601;-0.06818181818181822;0.4591359542597786;0.1779
;Hey I have put the template. Has someone looked at the issue yet? ;Hey I have put the template. Has someone looked at the issue yet?;n;0.054155767;0.054155767;0;0.5603818915761525;0
;NoOne Responded ;NoOne Responded;n;0.069459036;0.06945903;0;0.439007418522547;0
;@friend Please do not spam issue threads or open duplicates deliberately, Electron issues are not a support forum and there is no guarantee of someone looking at, fixing or implementing your issue.  Please be patient and respectful to the maintainers who spend their time maintaining this project. ;@friend Please do not spam issue threads or open duplicates deliberately, Electron issues are not a support forum and there is no guarantee of someone looking at, fixing or implementing your issue.  Please be patient and respectful to the maintainers who spend their time maintaining this project.;n;0.072241284;0.07224128;0.25;0.31498985957189213;0.7393
;ok..Sounds Good.I will wait for sometime ;ok..Sounds Good.I will wait for sometime;n;0.026483336;0.026483336;0;0.439007418522547;0
;0;0;;0.073327154;0.07332723;0;;
;IT IS CONFIRMED THAT THE PROBLEM IS WITH THE PROMISES. I can print to pdf when promise is not used.Please fix it. ;IT IS CONFIRMED THAT THE PROBLEM IS WITH THE PROMISES. I can print to pdf when promise is not used.Please fix it.;y;0.04169859;0.041698392;0.4;0.41035958536453815;0.296
;@friend, thanks for helping to make Electron better and especially the detailed bug report. You've made it very clear that this issue being fixed is important to you. Open source is tricky, and I understand that relying heavily on a project like Electron can be scary, frustrating, and confusing. We do not want to break anyones apps. None of the maintainers want that. We even run a program to help ensure we fix participating app's major issues during our beta cycle. However, because of the Electron maintainers' limited time and resources, we can't get to everything immediately and some things we can't get to for an extended period. This is common in open source projects. Repeatedly commenting with no new information and "shouting" at the development team by using all caps is not something we do here. Moving forward, I would recommend reading and following the advice in Creators, contributors, and collaborators. Just to be clear, you are welcome to continue participating in the following ways  submitting bug reports with enough detail to reproduce - ideally a Fiddle example a new feature request with context logistical questions that may not be covered in the docs (e.g. asking about release timelines in a polite way)  Including additional comments in all caps or responding repeatedly with requests of the maintainer team are off-topic and will result in those issues being closed immediately. Please follow the next step exactly Let's all take a moment to digest the above. Please do not interact with the project for 24-hours. No comments, new issues, or pull-requests. After that, please look through your open issues and edit them to ensure they're entirely on-topic, and we can continue the discussion here about the best way to engage going forward. ;@friend, thanks for helping to make Electron better and especially the detailed bug report. You've made it very clear that this issue being fixed is important to you. Open source is tricky, and I understand that relying heavily on a project like Electron can be scary, frustrating, and confusing. We do not want to break anyones apps. None of the maintainers want that. We even run a program to help ensure we fix participating app's major issues during our beta cycle. However, because of the Electron maintainers' limited time and resources, we can't get to everything immediately and some things we can't get to for an extended period. This is common in open source projects. Repeatedly commenting with no new information and "shouting" at the development team by using all caps is not something we do here. Moving forward, I would recommend reading and following the advice in Creators, contributors, and collaborators. Just to be clear, you are welcome to continue participating in the following ways  submitting bug reports with enough detail to reproduce - ideally a Fiddle example a new feature request with context logistical questions that may not be covered in the docs (e.g. asking about release timelines in a polite way)  Including additional comments in all caps or responding repeatedly with requests of the maintainer team are off-topic and will result in those issues being closed immediately. Please follow the next step exactly Let's all take a moment to digest the above. Please do not interact with the project for 24-hours. No comments, new issues, or pull-requests. After that, please look through your open issues and edit them to ensure they're entirely on-topic, and we can continue the discussion here about the best way to engage going forward.;n;0.069929965;0.069929995;0.0992380275974026;0.766110042667639;0.9825
;Thanks!!!! ;Thanks!!!!;n;0.02227574;0.022275722;0.48828125;0.439007418522547;0
;@friend I added you to collaborator of this package. ;@friend I added you to collaborator of this package.;n;0.061690398;0.061690398;0;0.45177355193827584;0
;You open ISSUES here on github, it id NOT the place to ask for help, understand?! ;You open ISSUES here on github, it id NOT the place to ask for help, understand?!;n;0.09111609;0.091116145;0;0.4944209765763041;0.4574
;Bumps rubocop from 0.63.1 to 0.68.0. &lt details&gt  &lt summary&gt Release notes&lt /summary&gt   *Sourced from [rubocop's releases]( from [rubocop's changelog]( []( Cut 0.68 - []( Add HeredocMethodCallPosition cop - []( [Fix [#6822]( Fix Lint/LiteralInInterpolation autocorrection for single quotes ... - []( Fix a typo for  - []( [Fix [#6985]( Fix Lint/LiteralInInterpolation's autocorrect  ([#6986]( []( NodePattern Fix $&lt &gt  - []( Add always_braces to Style/BlockDelimiters - []( Fix edge case bugs for HeredocArgumentClosingParenthesis - []( Rename IndentArray and IndentHash to IndentFirst*Element - []( Add obsolete message for renaming  - Additional commits viewable in [compare view]( /&gt   [![Dependabot compatibility score]( will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting .  [//] # (dependabot-automerge-start) [//] # (dependabot-automerge-end)  ---  &lt details&gt  &lt summary&gt Dependabot commands and options&lt /summary&gt  &lt br /&gt   You can trigger Dependabot actions by commenting on this PR -  will rebase this PR -  will recreate this PR, overwriting any edits that have been made to it -  will merge this PR after your CI passes on it -  will squash and merge this PR after your CI passes on it -  will cancel a previously requested merge and block automerging -  will reopen this PR if it is closed -  will close this PR and stop Dependabot creating any more for this minor/major version (unless you reopen the PR or upgrade to it yourself) -  will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself) -  will set the current labels as the default for future PRs for this repo and language -  will set the current reviewers as the default for future PRs for this repo and language -  will set the current assignees as the default for future PRs for this repo and language -  will set the current milestone as the default for future PRs for this repo and language -  will comment on this PR with code to add a "Dependabot enabled" badge to your readme  Additionally, you can set the following in your Dependabot [dashboard]( Update frequency (including time of day and day of week) - Automerge options (never/patch/minor, and dev/runtime dependencies) - Pull request limits (per update run and/or open at any time) - Out-of-range updates (receive only lockfile updates, if desired) - Security updates (receive only security updates, if desired)  Finally, you can contact us by mentioning @friend.  &lt /details&gt ;Bumps rubocop from 0.63.1 to 0.68.0. &lt details&gt  &lt summary&gt Release notes&lt /summary&gt   Sourced from rubocop's releases( ( Add HeredocMethodCallPosition cop - ( Fix Lint/LiteralInInterpolation autocorrection for single quotes ... - ( Fix [#6985( ( Add always_braces to Style/BlockDelimiters - ( Rename IndentArray and IndentHash to IndentFirstElement - ( /&gt   Dependabot compatibility score # (dependabot-automerge-start) [//] # (dependabot-automerge-end)  ---  &lt details&gt  &lt summary&gt Dependabot commands and options&lt /summary&gt  &lt br /&gt   You can trigger Dependabot actions by commenting on this PR -  will rebase this PR -  will recreate this PR, overwriting any edits that have been made to it -  will merge this PR after your CI passes on it -  will squash and merge this PR after your CI passes on it -  will cancel a previously requested merge and block automerging -  will reopen this PR if it is closed -  will close this PR and stop Dependabot creating any more for this minor/major version (unless you reopen the PR or upgrade to it yourself) -  will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself) -  will set the current labels as the default for future PRs for this repo and language -  will set the current reviewers as the default for future PRs for this repo and language -  will set the current assignees as the default for future PRs for this repo and language -  will set the current milestone as the default for future PRs for this repo and language -  will comment on this PR with code to add a "Dependabot enabled" badge to your readme  Additionally, you can set the following in your Dependabot [dashboard - Automerge options (never/patch/minor, and dev/runtime dependencies) - Pull request limits (per update run and/or open at any time) - Out-of-range updates (receive only lockfile updates, if desired) - Security updates (receive only security updates, if desired)  Finally, you can contact us by mentioning @friend.  &lt /details&gt;n;0.12100495;0.08031418;0.031265664160401004;0.46788172004920336;-0.5562
;I know this is well rooted in your app but I would very much like to disable auth / passport and use basic auth on my reverse proxy instead. Thanks! ;I know this is well rooted in your app but I would very much like to disable auth / passport and use basic auth on my reverse proxy instead. Thanks!;n;0.0937001;0.09370017;0.17;0.5486645769724249;0.8541
;I'll consider making this optional in the future, but I think the vast majority of users benefit from the included authentication. Right now there are higher priority issues for me to work on, but if any of you are willing to submit a PR for optional JWT authentication, I'll gladly review it! ;I'll consider making this optional in the future, but I think the vast majority of users benefit from the included authentication. Right now there are higher priority issues for me to work on, but if any of you are willing to submit a PR for optional JWT authentication, I'll gladly review it!;n;0.038062263;0.038062263;0.2351190476190476;0.7784471237293242;0.8122
;I'm reopening this as it's been requested by multiple users. Let's make the authentication optional, but enabled by default. ;I'm reopening this as it's been requested by multiple users. Let's make the authentication optional, but enabled by default.;n;0.025153214;0.025153285;0;0.45312677786091504;0
;An simple and optional config value in config.js with something like  (which defaults to true if not defined) would be very nice indeed. In my case I'm hideing most stuff behind an reverse proxy with 2FA, so additional authentication in Flood is just cumbersome smile ;An simple and optional config value in config.js with something like  (which defaults to true if not defined) would be very nice indeed. In my case I'm hideing most stuff behind an reverse proxy with 2FA, so additional authentication in Flood is just cumbersome smile;n;0.08802871;0.08802871;0.255;0.4489176962855723;0.9061
;Might be easy to just pass plaintext credentials to the server behind the scenes if an option in the config (like mentioned above) is set, this removes any potential exploit that may arise from editing the security system to allow for sessions to be generated without proper authentication. ;Might be easy to just pass plaintext credentials to the server behind the scenes if an option in the config (like mentioned above) is set, this removes any potential exploit that may arise from editing the security system to allow for sessions to be generated without proper authentication.;n;0.044055384;0.044055384;0.006666666666666665;0.39064086111257607;0.7003
;FWIW, the passphrase can be left blank as is. ;FWIW, the passphrase can be left blank as is.;n;0.08842154;0.08842154;0;0.46441002800534126;0
;Bonus, just pass the username then. ;Bonus, just pass the username then.;n;0.035816237;0.035816237;0;0.46438471767053163;0.5423
;Hoping to help revive an older thread. While I don't know enough to help code this, I would definitely like to see this. As someone already mentioned, I have better auth already built into my nginx RP setup. I'd love to be able to remove the extra auth screen. ;Hoping to help revive an older thread. While I don't know enough to help code this, I would definitely like to see this. As someone already mentioned, I have better auth already built into my nginx RP setup. I'd love to be able to remove the extra auth screen.;n;0.028712561;0.028712561;0.23809523809523808;0.6077423190864734;0.9678
;The simplest approach for this might be to have the config file provide some "defaulted" credentials and an immediate re-direct. ;The simplest approach for this might be to have the config file provide some "defaulted" credentials and an immediate re-direct.;n;0.108018585;0.108018585;0;0.4533835642791751;0
;I think this is the better approach. Because making some default credentials and a lot of users will never change them. Make them forced to change the password bu the default account name will be the same everywhere and bad guy will have no pain to bruteforce weak password. It's maybe more work do make authentication optional but it seems more secure than providing default credentials. And this will be cleaner. ;I think this is the better approach. Because making some default credentials and a lot of users will never change them. Make them forced to change the password bu the default account name will be the same everywhere and bad guy will have no pain to bruteforce weak password. It's maybe more work do make authentication optional but it seems more secure than providing default credentials. And this will be cleaner.;n;0.11814118;0.11814119;0.06562500000000002;0.6065342189518035;-0.1054
;@friend No, unfortunately I cannot say with any confidence that Flood is 100% tamper proof. I'm not a security expert, so your audit would be greatly appreciated! Let's hope so! 🤞 ;@friend No, unfortunately I cannot say with any confidence that Flood is 100% tamper proof. I'm not a security expert, so your audit would be greatly appreciated! Let's hope so! 🤞;n;0.19033931;0.19033925;0.28125;0.3753970053708314;0.7188
;From my POV, I don't see the interest of disabling Flood auth for enabling basic auth in most cases except for hiding the app when it is exposed on internet. To get a stronger auth system a nice idea the user can deploy, is desabling Flood auth (when it will be available) and configure Client Side Certificate Authentication. ;From my POV, I don't see the interest of disabling Flood auth for enabling basic auth in most cases except for hiding the app when it is exposed on internet. To get a stronger auth system a nice idea the user can deploy, is desabling Flood auth (when it will be available) and configure Client Side Certificate Authentication.;n;0.042595435;0.04259554;0.375;0.5572387596666252;-0.3979
;so far my audit tells me you have pretty old dependencies in use.♠passportpassport-jwt` are what you use for authentication. fine by me but not up2date. feel free to test and merge this pull request  i could not upgrade from webpack 3 to 4 aswell as react 15 to 16 and d3 from 3 to 5 without actually doing big changes to the code base. but oh well.. looking good so far. hint hint node-check-updates ;so far my audit tells me you have pretty old dependencies in use.♠passportpassport-jwt` are what you use for authentication. fine by me but not up2date. feel free to test and merge this pull request  i could not upgrade from webpack 3 to 4 aswell as react 15 to 16 and d3 from 3 to 5 without actually doing big changes to the code base. but oh well.. looking good so far. hint hint node-check-updates;n;0.091172144;0.09117209;0.12666666666666665;0.569858228064813;0.4209
;Note by disabling user authentication (IF you don't replace it with another authentication method like PAM for example) you will also disable multi-user capabilities. So if you have 3 users and you suddenly change the config to disable authentication, what should happen? Keep the 1st user and remove all others? No, this is nonsense. I think it should not be possible to disable authentication but only to switch to another mechanism like PAM or authentication forwarding to a reverse proxy like nginx. ;Note by disabling user authentication (IF you don't replace it with another authentication method like PAM for example) you will also disable multi-user capabilities. So if you have 3 users and you suddenly change the config to disable authentication, what should happen? Keep the 1st user and remove all others? No, this is nonsense. I think it should not be possible to disable authentication but only to switch to another mechanism like PAM or authentication forwarding to a reverse proxy like nginx.;n;0.20978318;0.20978314;0;0.39957572592026225;0.6261
;I don't think that the debate should be around disabling authentication but rather for supporting Alternative authentication methods. What do you think @friend ;I don't think that the debate should be around disabling authentication but rather for supporting Alternative authentication methods. What do you think @friend;n;0.06609156;0.06609156;0.25;0.4357104140507871;0.4215
;What if you don't use the multi-user feature (they all show the same torrent list anyway). No point in password protection if the Flood instance is local only and not accessible externally. ;What if you don't use the multi-user feature (they all show the same torrent list anyway). No point in password protection if the Flood instance is local only and not accessible externally.;n;0.06680181;0.06680182;-0.0375;0.4113306872864616;-0.296
;nginx auth_request works fine btw.  just a bit hard to setup because you either have to setup a third party SSO provider, self host one or build one yourself. i kinda did the self made route now. totally better than basic auth since it does not prompt you for login if you get a 401 from flood ;nginx auth_request works fine btw.  just a bit hard to setup because you either have to setup a third party SSO provider, self host one or build one yourself. i kinda did the self made route now. totally better than basic auth since it does not prompt you for login if you get a 401 from flood;n;0.16565388;0.16565381;0.125;0.39622944981610964;0.7425
;@friend Personally, I think all services should have authentication, even if it is only LAN? DNS rebinding could well come into this ;@friend Personally, I think all services should have authentication, even if it is only LAN? DNS rebinding could well come into this;n;0.06416249;0.06416249;0;0.518921148055977;0.2732
;that's why i'd recommend using nginx auth_request for all your home hosted things and do an internal redirect that's dns independent. ;that's why i'd recommend using nginx auth_request for all your home hosted things and do an internal redirect that's dns independent.;n;0.21281414;0.21281414;0;0.4446146798257323;0.3612
;I think the bigger point here would be to create the option. To each his own on CHOOSING their level of security. Setting a responsible default, is on the developer to "do security right", but creating the options that the users are looking for, is on the developer to "create good/flexible software". In this case, many of us are using some other mechanism to restrict access - or some don't want auth, period. Anyone making these decisions takes the risk balance into their own hands when changing from the responsible default setting. It's sort of like saying Windows shouldn't have an option to disable a password authentication to the machine. But there are use cases that dictate or necessitate the need of such a practice. In my scenario, I'm using nginx to redirect to an auth server/service before anyone gains access to anything on the domain. So DNS rebinding is not an issue in this case, and auth is not a security issue as I've setup a different auth. For me, I'd to access this service without ANOTHER login required, even if it is typing admin with no password. The user experience is undesirable. And let's be honest, these days UX trumps all! 😆 ;I think the bigger point here would be to create the option. To each his own on CHOOSING their level of security. Setting a responsible default, is on the developer to "do security right", but creating the options that the users are looking for, is on the developer to "create good/flexible software". In this case, many of us are using some other mechanism to restrict access - or some don't want auth, period. Anyone making these decisions takes the risk balance into their own hands when changing from the responsible default setting. It's sort of like saying Windows shouldn't have an option to disable a password authentication to the machine. But there are use cases that dictate or necessitate the need of such a practice. In my scenario, I'm using nginx to redirect to an auth server/service before anyone gains access to anything on the domain. So DNS rebinding is not an issue in this case, and auth is not a security issue as I've setup a different auth. For me, I'd to access this service without ANOTHER login required, even if it is typing admin with no password. The user experience is undesirable. And let's be honest, these days UX trumps all! 😆;n;0.14789034;0.14789034;0.2737012987012987;0.7924162758384655;0.9139
